consumer_id,library_id,direct,qualifier,parent_id
github|finos|fluxnova-examples,maven|org.postgresql|postgresql|42.7.10,1,runtime,
github|finos|fluxnova-examples,maven|com.mysql|mysql-connector-j|9.5.0,1,runtime,
github|finos|fluxnova-examples,maven|org.finos.fluxnova.bpm|fluxnova-engine-rest-core-jakarta|2.0.0,1,runtime,
github|finos|fluxnova-examples,maven|org.graalvm.js|js|23.0.5,1,runtime,
github|finos|fluxnova-examples,maven|org.graalvm.js|js-scriptengine|23.0.5,1,runtime,
github|finos|fluxnova-examples,maven|org.json|json|20250517,1,runtime,
github|finos|fluxnova-examples,maven|org.codenarc|CodeNarc|3.5.0-groovy-4.0,1,runtime,
github|finos|fluxnova-examples,maven|org.finos.fluxnova.connect|fluxnova-connect-connectors-all|2.0.0,1,runtime,
github|finos|fluxnova-examples,maven|org.apache.groovy|groovy|unspecified,1,runtime,
github|finos|fluxnova-examples,maven|org.apache.groovy|groovy-jsr223|unspecified,1,runtime,
github|finos|fluxnova-examples,maven|org.apache.groovy|groovy-json|unspecified,1,runtime,
github|finos|fluxnova-examples,maven|org.apache.groovy|groovy-xml|unspecified,1,runtime,
github|finos|fluxnova-examples,maven|org.apache.groovy|groovy-datetime|unspecified,1,runtime,
github|finos|fluxnova-examples,maven|org.apache.groovy|groovy-dateutil|unspecified,1,runtime,
github|finos|fluxnova-examples,maven|org.apache.groovy|groovy-macro|unspecified,1,runtime,
github|finos|fluxnova-examples,maven|org.apache.groovy|groovy-nio|unspecified,1,runtime,
github|finos|fluxnova-examples,maven|org.apache.groovy|groovy-templates|unspecified,1,runtime,
github|finos|fluxnova-examples,maven|org.apache.httpcomponents|httpclient|4.5.14,1,runtime,
github|finos|fluxnova-examples,maven|com.google.code.gson|gson|unspecified,1,runtime,
github|finos|fluxnova-feel-scala,maven|org.scala-lang|scala-library|2.13.18,1,runtime,
github|finos|fluxnova-feel-scala,maven|org.scalatest|scalatest_2.13|3.2.19,1,runtime,
github|finos|fluxnova-feel-scala,maven|org.slf4j|slf4j-api|1.7.36,1,runtime,
github|finos|fluxnova-feel-scala,maven|org.apache.logging.log4j|log4j-api|2.24.2,1,runtime,
github|finos|fluxnova-feel-scala,maven|org.apache.logging.log4j|log4j-core|2.24.2,1,runtime,
github|finos|fluxnova-feel-scala,maven|org.apache.logging.log4j|log4j-slf4j-impl|2.24.2,1,runtime,
github|finos|fluxnova-feel-scala,maven|org.scala-lang|scala-library|unspecified,1,runtime,
github|finos|fluxnova-feel-scala,maven|com.lihaoyi|fastparse_2.13|3.1.1,1,runtime,
github|finos|fluxnova-feel-scala,maven|org.slf4j|slf4j-api|unspecified,1,runtime,
github|finos|fluxnova-feel-scala,maven|com.fasterxml.uuid|java-uuid-generator|5.2.0,1,runtime,
github|finos|fluxnova-feel-scala,maven|org.scalatest|scalatest_2.13|unspecified,1,test,
github|finos|fluxnova-feel-scala,maven|org.apache.logging.log4j|log4j-api|unspecified,1,test,
github|finos|fluxnova-feel-scala,maven|org.apache.logging.log4j|log4j-core|unspecified,1,test,
github|finos|fluxnova-feel-scala,maven|org.apache.logging.log4j|log4j-slf4j-impl|unspecified,1,test,
github|finos|rune-common,maven|org.finos.rune|rune-runtime|unspecified,1,runtime,
github|finos|rune-common,maven|org.finos.rune-common|serialization|${project.parent.version},1,runtime,
github|finos|rune-common,maven|com.fasterxml.jackson.core|jackson-databind|unspecified,1,runtime,
github|finos|rune-common,maven|com.fasterxml.jackson.core|jackson-annotations|unspecified,1,runtime,
github|finos|rune-common,maven|com.fasterxml.jackson.core|jackson-core|unspecified,1,runtime,
github|finos|rune-common,maven|com.fasterxml.jackson.module|jackson-module-parameter-names|unspecified,1,runtime,
github|finos|rune-common,maven|com.fasterxml.jackson.module|jackson-module-blackbird|unspecified,1,runtime,
github|finos|rune-common,maven|com.fasterxml.jackson.datatype|jackson-datatype-jdk8|unspecified,1,runtime,
github|finos|rune-common,maven|com.fasterxml.jackson.datatype|jackson-datatype-jsr310|unspecified,1,runtime,
github|finos|rune-common,maven|com.fasterxml.jackson.datatype|jackson-datatype-guava|unspecified,1,runtime,
github|finos|rune-common,maven|com.fasterxml.jackson.datatype|jackson-datatype-joda|unspecified,1,runtime,
github|finos|rune-common,maven|com.fasterxml.jackson.dataformat|jackson-dataformat-yaml|unspecified,1,runtime,
github|finos|rune-common,maven|com.fasterxml.jackson.dataformat|jackson-dataformat-xml|unspecified,1,runtime,
github|finos|rune-common,maven|com.fasterxml.jackson.dataformat|jackson-dataformat-csv|unspecified,1,runtime,
github|finos|rune-common,maven|com.google.guava|guava|unspecified,1,runtime,
github|finos|rune-common,maven|com.google.inject|guice|unspecified,1,runtime,
github|finos|rune-common,maven|commons-io|commons-io|unspecified,1,runtime,
github|finos|rune-common,maven|org.finos.rune|rune-maven-plugin|${rune.dsl.version},1,runtime,
github|finos|rune-common,maven|org.finos.rune|rune-runtime|10.0.0-dev.17,1,runtime,
github|finos|rune-common,maven|com.fasterxml.jackson.core|jackson-databind|2.17.1,1,runtime,
github|finos|rune-common,maven|com.fasterxml.jackson.core|jackson-annotations|2.17.1,1,runtime,
github|finos|rune-common,maven|com.fasterxml.jackson.core|jackson-core|2.17.1,1,runtime,
github|finos|rune-common,maven|com.fasterxml.jackson.module|jackson-module-parameter-names|2.17.1,1,runtime,
github|finos|rune-common,maven|com.fasterxml.jackson.module|jackson-module-blackbird|2.17.1,1,runtime,
github|finos|rune-common,maven|com.fasterxml.jackson.datatype|jackson-datatype-jdk8|2.17.1,1,runtime,
github|finos|rune-common,maven|com.fasterxml.jackson.datatype|jackson-datatype-jsr310|2.17.1,1,runtime,
github|finos|rune-common,maven|com.fasterxml.jackson.datatype|jackson-datatype-guava|2.17.1,1,runtime,
github|finos|rune-common,maven|com.fasterxml.jackson.datatype|jackson-datatype-joda|2.17.1,1,runtime,
github|finos|rune-common,maven|com.fasterxml.jackson.dataformat|jackson-dataformat-yaml|2.17.1,1,runtime,
github|finos|rune-common,maven|com.fasterxml.jackson.dataformat|jackson-dataformat-xml|2.17.1,1,runtime,
github|finos|rune-common,maven|com.fasterxml.jackson.dataformat|jackson-dataformat-csv|2.17.1,1,runtime,
github|finos|rune-common,maven|com.google.guava|guava|33.3.1-jre,1,runtime,
github|finos|rune-common,maven|com.google.inject|guice|6.0.0,1,runtime,
github|finos|rune-common,maven|commons-io|commons-io|2.14.0,1,runtime,
github|finos|rune-common,maven|org.slf4j|slf4j-api|2.0.13,1,runtime,
github|finos|rune-common,maven|org.junit|junit-bom|5.10.2,1,runtime,
github|finos|rune-common,maven|org.eclipse.xtext|xtext-dev-bom|2.38.0,1,runtime,
github|finos|rune-common,maven|org.eclipse.xtext|org.eclipse.xtext.ecore|2.38.0,1,runtime,
github|finos|rune-common,maven|org.eclipse.xtext|org.eclipse.xtext.xbase.lib|2.38.0,1,runtime,
github|finos|rune-common,maven|org.hamcrest|hamcrest|2.2,1,test,
github|finos|rune-common,maven|org.mockito|mockito-bom|5.12.0,1,runtime,
github|finos|rune-common,maven|ch.qos.logback|logback-classic|1.5.25,1,test,
github|finos|rune-common,maven|ch.qos.logback|logback-core|1.5.25,1,test,
github|finos|rune-common,maven|org.finos.rune|rune-testing|10.0.0-dev.17,1,test,
github|finos|rune-common,maven|org.slf4j|slf4j-api|unspecified,1,runtime,
github|finos|rune-common,maven|org.junit.jupiter|junit-jupiter|unspecified,1,test,
github|finos|rune-common,maven|org.hamcrest|hamcrest|unspecified,1,test,
github|finos|rune-common,maven|org.mockito|mockito-core|unspecified,1,test,
github|finos|rune-common,maven|ch.qos.logback|logback-classic|unspecified,1,test,
github|finos|rune-common,maven|ch.qos.logback|logback-core|unspecified,1,test,
github|finos|rune-common,maven|org.finos.rune|rune-testing|unspecified,1,test,
github|finos|morphir-examples,oci|docker.io/library|node|8-alpine,1,runtime,
github|finos|morphir-examples,npm||morphir-elm|2.100.0,1,runtime,
github|finos|morphir-examples,npm||elm-format|0.8.8,1,test,
github|finos|morphir-examples,npm||elm-test-rs|3.0.1-0,1,test,
github|finos|morphir-examples,npm||husky|9.1.7,1,test,
github|finos|morphir-examples,npm||typescript|5.7.2,1,test,
github|finos|morphir-examples,npm||tsx|4.19.2,1,test,
github|finos|morphir-examples,npm||express|5.0.0,1,runtime,
github|finos|rune-python-generator,maven|commons-io|commons-io|2.22.0,1,runtime,
github|finos|rune-python-generator,maven|commons-cli|commons-cli|1.11.0,1,runtime,
github|finos|rune-python-generator,maven|com.google.inject|guice|6.0.0,1,runtime,
github|finos|rune-python-generator,maven|org.eclipse.xtext|xtext-dev-bom|2.43.0,1,runtime,
github|finos|rune-python-generator,maven|org.eclipse.xtext|org.eclipse.xtext.ecore|2.43.0,1,runtime,
github|finos|rune-python-generator,maven|org.eclipse.xtext|org.eclipse.xtext.xbase.lib|2.43.0,1,runtime,
github|finos|rune-python-generator,maven|org.eclipse.xtext|org.eclipse.xtext|2.43.0,1,runtime,
github|finos|rune-python-generator,maven|org.eclipse.xtext|org.eclipse.xtext.xbase.testing|2.43.0,1,test,
github|finos|rune-python-generator,maven|org.eclipse.xtext|org.eclipse.xtext.testing|2.43.0,1,runtime,
github|finos|rune-python-generator,maven|org.eclipse.xtext|org.eclipse.xtext.util|2.43.0,1,runtime,
github|finos|rune-python-generator,maven|org.slf4j|slf4j-api|2.0.18,1,runtime,
github|finos|rune-python-generator,maven|org.slf4j|log4j-over-slf4j|2.0.18,1,runtime,
github|finos|rune-python-generator,maven|ch.qos.logback|logback-classic|1.5.34,1,runtime,
github|finos|rune-python-generator,maven|ch.qos.logback|logback-core|1.5.34,1,runtime,
github|finos|rune-python-generator,maven|org.finos.rune|rune-lang|9.84.0,1,runtime,
github|finos|rune-python-generator,maven|org.finos.rune|rune-testing|9.84.0,1,test,
github|finos|rune-python-generator,maven|org.finos.rune|rune-runtime|9.84.0,1,runtime,
github|finos|rune-python-generator,maven|org.junit|junit-bom|6.1.0,1,runtime,
github|finos|rune-python-generator,maven|org.slf4j|slf4j-api|unspecified,1,runtime,
github|finos|rune-python-generator,maven|ch.qos.logback|logback-classic|unspecified,1,runtime,
github|finos|rune-python-generator,maven|ch.qos.logback|logback-core|unspecified,1,runtime,
github|finos|rune-python-generator,maven|org.slf4j|log4j-over-slf4j|unspecified,1,runtime,
github|finos|rune-python-generator,maven|org.finos.rune|rune-runtime|unspecified,1,runtime,
github|finos|rune-python-generator,maven|org.finos.rune|rune-lang|unspecified,1,runtime,
github|finos|rune-python-generator,maven|org.finos.rune|rune-testing|unspecified,1,test,
github|finos|rune-python-generator,maven|commons-io|commons-io|unspecified,1,runtime,
github|finos|rune-python-generator,maven|org.junit.jupiter|junit-jupiter-engine|unspecified,1,test,
github|finos|rune-python-generator,maven|org.jgrapht|jgrapht-core|1.5.3,1,runtime,
github|finos|rune-python-generator,maven|org.eclipse.emf|org.eclipse.emf.codegen.ecore|unspecified,1,runtime,
github|finos|rune-python-generator,maven|com.google.inject|guice|unspecified,1,runtime,
github|finos|rune-python-generator,maven|commons-cli|commons-cli|unspecified,1,runtime,
github|finos|rune-python-generator,pypi||setuptools|62.0,1,runtime,
github|finos|rune-python-generator,pypi||pytest|unspecified,1,runtime,
github|finos|cdm-object-builder,maven|com.google.guava|guava|33.3.1-jre,1,runtime,
github|finos|cdm-object-builder,maven|junit|junit|4.13.2,1,test,
github|finos|cdm-object-builder,maven|org.finos.cdm|cdm-java|[7.0.0-dev.95,1,runtime,
github|finos|cdm-object-builder,maven|com.regnosys.rosetta|com.regnosys.rosetta|9.75.3,1,runtime,
github|finos|cdm-object-builder,maven|org.eclipse.xtext|org.eclipse.xtext|unspecified,1,runtime,
github|finos|cdm-object-builder,maven|ch.qos.logback|logback-classic|unspecified,1,runtime,
github|finos|cdm-object-builder,maven|ch.qos.logback|logback-core|unspecified,1,runtime,
github|finos|cdm-object-builder,maven|com.google.inject|guice-bom|6.0.0,1,runtime,
github|finos|cdm-object-builder,maven|org.eclipse.xtext|xtext-dev-bom|2.38.0,1,runtime,
github|finos|cdm-object-builder,maven|org.eclipse.xtext|org.eclipse.xtext|2.38.0,1,runtime,
github|finos|cdm-object-builder,maven|ch.qos.logback|logback-classic|1.4.14,1,runtime,
github|finos|cdm-object-builder,maven|ch.qos.logback|logback-core|1.4.14,1,runtime,
github|finos|cdm-object-builder,npm|@angular|animations|19.2.19,1,runtime,
github|finos|cdm-object-builder,npm|@angular|cdk|19.2.19,1,runtime,
github|finos|cdm-object-builder,npm|@angular|common|19.2.19,1,runtime,
github|finos|cdm-object-builder,npm|@angular|compiler|19.2.19,1,runtime,
github|finos|cdm-object-builder,npm|@angular|core|19.2.19,1,runtime,
github|finos|cdm-object-builder,npm|@angular|forms|19.2.19,1,runtime,
github|finos|cdm-object-builder,npm|@angular|material|19.2.19,1,runtime,
github|finos|cdm-object-builder,npm|@angular|material-date-fns-adapter|19.2.19,1,runtime,
github|finos|cdm-object-builder,npm|@angular|platform-browser|19.2.19,1,runtime,
github|finos|cdm-object-builder,npm|@angular|platform-browser-dynamic|19.2.19,1,runtime,
github|finos|cdm-object-builder,npm|@angular|router|19.2.19,1,runtime,
github|finos|cdm-object-builder,npm|@babel|runtime|7.26.10,1,runtime,
github|finos|cdm-object-builder,npm|@fortawesome|angular-fontawesome|1.0.0,1,runtime,
github|finos|cdm-object-builder,npm|@fortawesome|fontawesome-svg-core|7.1.0,1,runtime,
github|finos|cdm-object-builder,npm|@fortawesome|free-brands-svg-icons|7.1.0,1,runtime,
github|finos|cdm-object-builder,npm|@fortawesome|free-regular-svg-icons|7.1.0,1,runtime,
github|finos|cdm-object-builder,npm|@fortawesome|free-solid-svg-icons|7.1.0,1,runtime,
github|finos|cdm-object-builder,npm||date-fns|2.29.2,1,runtime,
github|finos|cdm-object-builder,npm||lodash-es|4.17.23,1,runtime,
github|finos|cdm-object-builder,npm||rxjs|7.8.1,1,runtime,
github|finos|cdm-object-builder,npm||tslib|2.3.0,1,runtime,
github|finos|cdm-object-builder,npm||zone.js|0.15.1,1,runtime,
github|finos|cdm-object-builder,npm|@angular-devkit|build-angular|19.2.19,1,test,
github|finos|cdm-object-builder,npm|@angular|cli|19.2.19,1,test,
github|finos|cdm-object-builder,npm|@angular|compiler-cli|19.2.19,1,test,
github|finos|cdm-object-builder,npm|@types|jasmine|5.0.0,1,test,
github|finos|cdm-object-builder,npm|@types|lodash-es|4.17.6,1,test,
github|finos|cdm-object-builder,npm||jasmine-core|5.1.0,1,test,
github|finos|cdm-object-builder,npm||jasmine-marbles|0.9.2,1,test,
github|finos|cdm-object-builder,npm||karma|6.4.2,1,test,
github|finos|cdm-object-builder,npm||karma-chrome-launcher|3.2.0,1,test,
github|finos|cdm-object-builder,npm||karma-coverage|2.2.0,1,test,
github|finos|cdm-object-builder,npm||karma-jasmine|5.1.0,1,test,
github|finos|cdm-object-builder,npm||karma-jasmine-html-reporter|2.1.0,1,test,
github|finos|cdm-object-builder,npm||prettier|3.5.2,1,test,
github|finos|cdm-object-builder,npm||typescript|5.8.3,1,test,
github|finos|cdm-object-builder,npm||webpack-bundle-analyzer|4.6.1,1,test,
github|finos|morphir-scala,npm||elm-tooling|1.15.1,1,test,
github|finos|morphir-scala,npm||morphir-elm|2.81.0,1,test,
github|finos|morphir-scala,npm||morphir-elm|2.89.0,1,test,
github|finos|morphir-scala,npm|@types|bun|latest,1,test,
github|finos|open-resource-broker,oci|docker.io/library|python|${PYTHON_VERSION}-slim,1,runtime,
github|finos|open-resource-broker,pypi||click|8,1,runtime,
github|finos|open-resource-broker,pypi||kubernetes|unspecified,1,runtime,
github|finos|open-resource-broker,pypi||boto3|unspecified,1,runtime,
github|finos|open-resource-broker,pypi||jinja2|unspecified,1,runtime,
github|finos|open-resource-broker,pypi||typing-extensions|unspecified,1,runtime,
github|finos|open-resource-broker,pypi||watchdog|unspecified,1,runtime,
github|finos|open-resource-broker,pypi||hatchling|unspecified,1,runtime,
github|finos|open-resource-broker,pypi||rich|unspecified,1,runtime,
github|finos|open-resource-broker,pypi||wrapt|unspecified,1,runtime,
github|finos|open-resource-broker,pypi||pydantic|unspecified,1,runtime,
github|finos|open-resource-broker,pypi||pydantic-settings|unspecified,1,runtime,
github|finos|open-resource-broker,pypi||tenacity|unspecified,1,runtime,
github|finos|open-resource-broker,pypi||prometheus-client|unspecified,1,runtime,
github|finos|open-resource-broker,pypi||sqlalchemy|unspecified,1,runtime,
github|finos|open-resource-broker,pypi||pg8000|unspecified,1,runtime,
github|finos|open-resource-broker,pypi||alembic|unspecified,1,runtime,
github|finos|open-resource-broker,pypi||fastapi|unspecified,1,runtime,
github|finos|open-resource-broker,pypi||uvicorn|unspecified,1,runtime,
github|finos|open-resource-broker,pypi||pyyaml|unspecified,1,test,
github|finos|open-resource-broker,pypi||coverage|unspecified,1,test,
github|finos|open-resource-broker,pypi||pytest-cov|unspecified,1,test,
github|finos|open-resource-broker,pypi||pytest|unspecified,1,test,
github|finos|open-resource-broker,pypi||mypy|unspecified,1,test,
github|finos|open-resource-broker,pypi||ruff|0.8.0,1,test,
github|finos|open-resource-broker,pypi||typos|unspecified,1,test,
github|finos|open-resource-broker,pypi||httpx|unspecified,1,test,
github|finos|open-resource-broker,pypi||sphinx|unspecified,1,test,
github|finos|open-resource-broker,pypi||sphinx-click|unspecified,1,test,
github|finos|open-resource-broker,pypi||myst-parser|unspecified,1,test,
github|finos|open-resource-broker,pypi||pydantic|2.0.0,1,runtime,
github|finos|open-resource-broker,pypi||pydantic-settings|2.0.0,1,runtime,
github|finos|open-resource-broker,pypi||sqlalchemy|2.0.0,1,runtime,
github|finos|open-resource-broker,pypi||urllib3|2.6.3,1,runtime,
github|finos|open-resource-broker,pypi||pyjwt|2.8.0,1,runtime,
github|finos|open-resource-broker,pypi||cryptography|46.0.5,1,runtime,
github|finos|open-resource-broker,pypi||filelock|3.20.1,1,runtime,
github|finos|open-resource-broker,pypi||requests|2.31.0,1,runtime,
github|finos|open-resource-broker,pypi||pyyaml|6.0.0,1,runtime,
github|finos|open-resource-broker,pypi||jsonschema|4.17.0,1,runtime,
github|finos|open-resource-broker,pypi||boto3|1.42.21,1,runtime,
github|finos|open-resource-broker,pypi||botocore|1.42.21,1,runtime,
github|finos|open-resource-broker,pypi||boto3|1.42.21,1,test,
github|finos|open-resource-broker,pypi||botocore|1.42.21,1,test,
github|finos|open-resource-broker,pypi||orb-py|[aws],1,test,
github|finos|open-resource-broker,pypi||rich|13.3.0,1,test,
github|finos|open-resource-broker,pypi||rich-argparse|1.0.0,1,test,
github|finos|open-resource-broker,pypi||fastapi|0.128.0,1,test,
github|finos|open-resource-broker,pypi||starlette|0.49.1,1,test,
github|finos|open-resource-broker,pypi||uvicorn|0.24.0,1,test,
github|finos|open-resource-broker,pypi||jinja2|3.1.0,1,test,
github|finos|open-resource-broker,pypi||opentelemetry-api|1.20.0,1,test,
github|finos|open-resource-broker,pypi||opentelemetry-sdk|1.20.0,1,test,
github|finos|open-resource-broker,pypi||opentelemetry-instrumentation-fastapi|0.41b0,1,test,
github|finos|open-resource-broker,pypi||opentelemetry-instrumentation-sqlalchemy|0.41b0,1,test,
github|finos|open-resource-broker,pypi||prometheus-client|0.17.0,1,test,
github|finos|open-resource-broker,pypi||psutil|5.9.0,1,test,
github|finos|open-resource-broker,pypi||orb-py|[aws,1,test,
github|finos|open-resource-broker,pypi||opentelemetry-instrumentation-boto|0.41b0,1,test,
github|finos|open-resource-broker,pypi||orb-py|[cli,1,test,
github|finos|open-resource-broker,pypi||moto|[ec2,1,test,
github|finos|open-resource-broker,pypi||responses|0.24.0,1,test,
github|finos|open-resource-broker,pypi||requests-mock|1.11.0,1,test,
github|finos|open-resource-broker,pypi||ruff|0.1.0,1,test,
github|finos|open-resource-broker,pypi||pathspec|0.11.0,1,test,
github|finos|open-resource-broker,pypi||pyright|1.1.408,1,test,
github|finos|open-resource-broker,pypi||bandit|1.7.5,1,test,
github|finos|open-resource-broker,pypi||bandit-sarif-formatter|1.1.1,1,test,
github|finos|open-resource-broker,pypi||pytest|7.4.3,1,test,
github|finos|open-resource-broker,pypi||pytest-cov|4.1.0,1,test,
github|finos|open-resource-broker,pypi||pytest-env|1.1.1,1,test,
github|finos|open-resource-broker,pypi||pytest-mock|3.12.0,1,test,
github|finos|open-resource-broker,pypi||pytest-asyncio|0.21.1,1,test,
github|finos|open-resource-broker,pypi||pytest-timeout|2.2.0,1,test,
github|finos|open-resource-broker,pypi||pytest-xdist|3.3.1,1,test,
github|finos|open-resource-broker,pypi||pytest-html|4.1.1,1,test,
github|finos|open-resource-broker,pypi||pytest-benchmark|5.1.0,1,test,
github|finos|open-resource-broker,pypi||coverage|7.3.2,1,test,
github|finos|open-resource-broker,pypi||httpx|0.27.0,1,test,
github|finos|open-resource-broker,pypi||moto|[all]>=5.1.19,1,test,
github|finos|open-resource-broker,pypi||joserfc|1.6.1,1,test,
github|finos|open-resource-broker,pypi||werkzeug|3.1.6,1,test,
github|finos|open-resource-broker,pypi||nltk|3.9.3,1,test,
github|finos|open-resource-broker,pypi||types-pyyaml|6.0.12.12,1,test,
github|finos|open-resource-broker,pypi||types-python-dateutil|2.8.19.14,1,test,
github|finos|open-resource-broker,pypi||tomli|2.0.0,1,test,
github|finos|open-resource-broker,pypi||safety|3.7.0,1,test,
github|finos|open-resource-broker,pypi||pip-audit|2.6.1,1,test,
github|finos|open-resource-broker,pypi||semgrep|1.45.0,1,test,
github|finos|open-resource-broker,pypi||cyclonedx-bom|4.0.0,1,test,
github|finos|open-resource-broker,pypi||peewee|3.18.3,1,test,
github|finos|open-resource-broker,pypi||marshmallow|4.1.2,1,test,
github|finos|open-resource-broker,pypi||mkdocs|1.5.0,1,test,
github|finos|open-resource-broker,pypi||mkdocs-material|9.1.0,1,test,
github|finos|open-resource-broker,pypi||mkdocstrings|0.22.0,1,test,
github|finos|open-resource-broker,pypi||mkdocstrings-python|1.1.0,1,test,
github|finos|open-resource-broker,pypi||mkdocs-gen-files|0.5.0,1,test,
github|finos|open-resource-broker,pypi||mkdocs-literate-nav|0.6.0,1,test,
github|finos|open-resource-broker,pypi||mkdocs-section-index|0.3.0,1,test,
github|finos|open-resource-broker,pypi||mike|1.1.0,1,test,
github|finos|open-resource-broker,pypi||build|1.0.3,1,test,
github|finos|open-resource-broker,pypi||wheel|0.41.3,1,test,
github|finos|open-resource-broker,pypi||orb-py|[ci,1,test,
github|finos|open-resource-broker,pypi||virtualenv|20.26.6,1,test,
github|finos|open-resource-broker,pypi||pre-commit|3.5.0,1,test,
github|finos|open-resource-broker,pypi||bump2version|1.0.1,1,test,
github|finos|open-resource-broker,pypi||python-semantic-release|10.0.0,1,test,
github|finos|open-resource-broker,pypi||line-profiler|4.1.1,1,test,
github|finos|open-resource-broker,pypi||memory-profiler|0.61.0,1,test,
github|finos|open-resource-broker,pypi||py-spy|0.3.14,1,test,
github|finos|open-resource-broker,pypi||py-cpuinfo|9.0.0,1,test,
github|finos|open-resource-broker,pypi||ipdb|0.13.13,1,test,
github|finos|open-resource-broker,pypi||ipython|8.16.1,1,test,
github|finos|open-resource-broker,pypi||radon|6.0.1,1,test,
github|finos|open-resource-broker,pypi||pip-tools|7.3.0,1,test,
github|finos|open-resource-broker,pypi||twine|4.0.0,1,test,
github|finos|open-resource-broker,pypi||git-changelog|2.6.0,1,test,
github|finos|ai-governance-framework,pypi||pyyaml|6.0,1,runtime,
github|finos|ai-governance-framework,pypi||requests|2.25.0,1,runtime,
